"@timestamp",message
"Mar 31, 2026 @ 09:43:25.424","[639105398054135051] Error con el Servicio de Gestor Api : https://gestorapi.unir.net/api/v1/estudios/obtener-estado-curso-por-alumno/933487/944196 , Method: GET , Headers: Accept: application/json
X-Api-Key: 028f952c-acca-4c05-9ab6-73700061e51d
 , Body: api/v1/estudios/obtener-estado-curso-por-alumno/933487/944196 , Mensaje del error: ""No se han encontrado datos para el alumno."" , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:43:25.481","[639105398054826867] Error con el Servicio de Gestor Api : https://gestorapi.unir.net/api/v1/estudios/obtener-estado-curso-por-alumno/933487/944196 , Method: GET , Headers: Accept: application/json
X-Api-Key: 028f952c-acca-4c05-9ab6-73700061e51d
 , Body: api/v1/estudios/obtener-estado-curso-por-alumno/933487/944196 , Mensaje del error: ""No se han encontrado datos para el alumno."" , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:43:25.915","[639105398059179161] Error con el Servicio de Evaluaciones : https://evaluaciones.unir.net/api/v1/niveles-asociados-escalas/configuracion-escala , Method: POST , Headers: Accept: application/json
X-Api-Key: 22d4ebc6-b0a9-45a7-8872-ee00497a14f9
newrelic: eyJ2IjpbMCwxXSwiZCI6eyJ0eSI6IkFwcCIsImFjIjoiMzc0MzUyNiIsImFwIjoiNDQwMDcyMTg2IiwidHIiOiJmYTg1YTFkMDA3ZGY4NmJlYjhiOTFhMjMyOGQ0MmNlYyIsInByIjoxLjA1MzM2NSwic2EiOnRydWUsInRpIjoxNzc0OTQzMDA1ODMxLCJ0eCI6ImQzMzY2Yzk2MDI4ZmQ5ZWIiLCJpZCI6ImRkOTU2OTc5OWM0OTM5ODQifX0=
traceparent: 00-fa85a1d007df86beb8b91a2328d42cec-dd9569799c493984-01
tracestate: 3743526@nr=0-0-3743526-440072186-dd9569799c493984-d3366c96028fd9eb-1-1.053365-1774943005831
 , Body: {""where"":[{""field"":""idAsignaturaOfertada"",""value"":null},{""field"":""idAsignaturaPlan"",""value"":null},{""field"":""idEstudio"",""value"":null},{""field"":""idPlanEstudio"",""value"":5992}]} , Mensaje del error: {""code"":null,""message"":""No se encontr/u00F3 ninguna Versi/u00F3n de Configuraci/u00F3n en estado Definitivo asociada a la entidad indicada ni a ninguna de las entidades a las que pertenece"",""details"":[]} , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:43:31.485","Exception caught: Ocurrieron errores:
No se encontró asignatura matriculada del alumno 944196. RabbitMQ message End on: d06ad03eddcc, Method: Unir.Expedientes.Application.NotaFinalGenerada.NotaFinalGeneradaCommand, End Date: 03/31/2026 07:43:31, Request: {""Plataforma"":""moodle"",""Provisional"":false,""IdCurso"":933487,""IdUsuarioPublicadorConfirmador"":4981,""IdActa"":852162,""Notas"":[{""IdAlumno"":995761,""Convocatoria"":""Ord"",""Calificacion"":10,""CalificacionTexto"":null,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaPublicado"":null,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":967853,""Convocatoria"":""Ord"",""Calificacion"":-1,""CalificacionTexto"":null,""EsMatriculaHonor"":false,""NoPresentado"":true,""FechaPublicado"":null,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":974614,""Convocatoria"":""Ord"",""Calificacion"":9.4,""CalificacionTexto"":null,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaPublicado"":null,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":986930,""Convocatoria"":""Ord"",""Calificacion"":8.8,""CalificacionTexto"":null,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaPublicado"":null,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":993819,""Convocatoria"":""Ord"",""Calificacion"":9.1,""CalificacionTexto"":null,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaPublicado"":null,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":944196,""Convocatoria"":""Ord"",""Calificacion"":-1,""CalificacionTexto"":null,""EsMatriculaHonor"":false,""NoPresentado"":true,""FechaPublicado"":null,""FechaConfirmado"":""2026-03-31T07:43:21Z""}]}"
"Mar 31, 2026 @ 09:43:31.487","Ocurrió una Excepción del tipo: System.AggregateException
One or more errors occurred. (Ocurrieron errores:
No se encontró asignatura matriculada del alumno 944196)
   at System.Threading.Tasks.Task.Wait(Int32 millisecondsTimeout, CancellationToken cancellationToken)
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.DeserializeAndProcessForSuscriberAsync(String messageKey, String messageName, String messageContent, String messageSender)
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.DeserializeAndProcessForSuscriberAsync(String messageKey, String messageName, String messageContent, String messageSender)
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.ProcessMessagesForSubscriberAsync(Object sender, BasicDeliverEventArgs eventArgs)
Ocurrieron errores:
No se encontró asignatura matriculada del alumno 944196
   at Unir.Expedientes.Application.Common.Behaviors.LoggingRabbitMqBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken) in /src/Application/Common/Behaviors/LoggingRabbitMqBehavior.cs:line 45
   at MediatR.Pipeline.RequestPreProcessorBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at Unir.Framework.ApplicationSuperTypes.Behaviours.RequestValidationBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at Unir.Framework.ApplicationSuperTypes.Behaviours.RequestPerformanceBehaviour`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at Unir.Expedientes.WebUi.Subscriptions.NotaFinalGeneradaSubscriptor.HandleAsync(MessageContext`1 message) in /src/Web/Subscriptions/NotaFinalGeneradaSubscriptor.cs:line 42
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.<>c__DisplayClass24_0.<<DeserializeAndProcessForSuscriberAsync>b__5>d.MoveNext()

Ha ocurrido un error durante la Deserialización y/o Proceso del Mensaje con Key: '77d74d27-dd96-4d34-be7d-03f8c181998c', Nombre: 'NotaFinalGenerada' y Contenido: '{""Plataforma"":""moodle"",""Provisional"":false,""IdCurso"":933487,""IdUsuarioPublicadorConfirmador"":4981,""IdActa"":852162,""Notas"":[{""IdAlumno"":995761,""Convocatoria"":""Ord"",""Calificacion"":10.0,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":967853,""Convocatoria"":""Ord"",""Calificacion"":-1.0,""EsMatriculaHonor"":false,""NoPresentado"":true,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":974614,""Convocatoria"":""Ord"",""Calificacion"":9.4,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":986930,""Convocatoria"":""Ord"",""Calificacion"":8.8,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":993819,""Convocatoria"":""Ord"",""Calificacion"":9.1,""EsMatriculaHonor"":false,""NoPresentado"":false,""FechaConfirmado"":""2026-03-31T07:43:21Z""},{""IdAlumno"":944196,""Convocatoria"":""Ord"",""Calificacion"":-1.0,""EsMatriculaHonor"":false,""NoPresentado"":true,""FechaConfirmado"":""2026-03-31T07:43:21Z""}]}'."
"Mar 31, 2026 @ 09:44:29.783","[639105398697832387] Error con el Servicio de Evaluaciones : https://evaluaciones.unir.net/api/v1/niveles-asociados-escalas/configuracion-escala , Method: POST , Headers: Accept: application/json
X-Api-Key: 22d4ebc6-b0a9-45a7-8872-ee00497a14f9
newrelic: eyJ2IjpbMCwxXSwiZCI6eyJ0eSI6IkFwcCIsImFjIjoiMzc0MzUyNiIsImFwIjoiNDQwMDcyMTg2IiwidHIiOiJjMzU5NDg2YmMyYzdlNjY0NWE4MjJlYzFmMzI3NDY5MCIsInByIjowLjAsInNhIjpmYWxzZSwidGkiOjE3NzQ5NDMwNjk3MDAsInR4IjoiYTFmZDFmMTFhYmYwYzZjMCIsImlkIjoiOTMyMjA1MDgzYzE5YTc0YiJ9fQ==
traceparent: 00-c359486bc2c7e6645a822ec1f3274690-932205083c19a74b-00
tracestate: 3743526@nr=0-0-3743526-440072186-932205083c19a74b-a1fd1f11abf0c6c0-0-0-1774943069700
 , Body: {""where"":[{""field"":""idAsignaturaOfertada"",""value"":null},{""field"":""idAsignaturaPlan"",""value"":null},{""field"":""idEstudio"",""value"":null},{""field"":""idPlanEstudio"",""value"":5992}]} , Mensaje del error: {""code"":null,""message"":""No se encontr/u00F3 ninguna Versi/u00F3n de Configuraci/u00F3n en estado Definitivo asociada a la entidad indicada ni a ninguna de las entidades a las que pertenece"",""details"":[]} , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:44:56.591","[639105398965939517] Error con el Servicio de Evaluaciones : https://evaluaciones.unir.net/api/v1/niveles-asociados-escalas/configuracion-escala , Method: POST , Headers: Accept: application/json
X-Api-Key: 22d4ebc6-b0a9-45a7-8872-ee00497a14f9
newrelic: eyJ2IjpbMCwxXSwiZCI6eyJ0eSI6IkFwcCIsImFjIjoiMzc0MzUyNiIsImFwIjoiNDQwMDcyMTg2IiwidHIiOiJhMWI1OTY0ODFiYjUxMmRmODZlMmJiNGZlNTU2ZmJhMCIsInByIjoxLjA5NzQ4OSwic2EiOnRydWUsInRpIjoxNzc0OTQzMDk2NDY4LCJ0eCI6ImY2YTMwNjNjMGVmODRlYmUiLCJpZCI6IjBlNDE0OGIzODgzNDBmNmEifX0=
traceparent: 00-a1b596481bb512df86e2bb4fe556fba0-0e4148b388340f6a-01
tracestate: 3743526@nr=0-0-3743526-440072186-0e4148b388340f6a-f6a3063c0ef84ebe-1-1.097489-1774943096468
 , Body: {""where"":[{""field"":""idAsignaturaOfertada"",""value"":null},{""field"":""idAsignaturaPlan"",""value"":null},{""field"":""idEstudio"",""value"":null},{""field"":""idPlanEstudio"",""value"":5992}]} , Mensaje del error: {""code"":null,""message"":""No se encontr/u00F3 ninguna Versi/u00F3n de Configuraci/u00F3n en estado Definitivo asociada a la entidad indicada ni a ninguna de las entidades a las que pertenece"",""details"":[]} , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:47:13.855","Exception caught: No se han recuperado los documentos de identidad del alumno.. RabbitMQ message End on: 4b4f0582db40, Method: Unir.Expedientes.Application.Rabbit.DiligenciaCreada.DiligenciaCreadaCommand, End Date: 03/31/2026 07:47:13, Request: {""GradeReportId"":829555,""DiligenceId"":133073,""CreationDate"":""2026-03-31T07:47:36.0009359+00:00"",""NatureDiligence"":{""Id"":1,""Description"":""Acad/u00E9mica""}}"
"Mar 31, 2026 @ 09:47:13.856","Ocurrió una Excepción del tipo: System.AggregateException
One or more errors occurred. (No se han recuperado los documentos de identidad del alumno.)
   at System.Threading.Tasks.Task.Wait(Int32 millisecondsTimeout, CancellationToken cancellationToken)
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.DeserializeAndProcessForSuscriberAsync(String messageKey, String messageName, String messageContent, String messageSender)
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.DeserializeAndProcessForSuscriberAsync(String messageKey, String messageName, String messageContent, String messageSender)
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.ProcessMessagesForSubscriberAsync(Object sender, BasicDeliverEventArgs eventArgs)
No se han recuperado los documentos de identidad del alumno.
   at Unir.Expedientes.Application.Common.Behaviors.LoggingRabbitMqBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken) in /src/Application/Common/Behaviors/LoggingRabbitMqBehavior.cs:line 45
   at MediatR.Pipeline.RequestPreProcessorBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at Unir.Framework.ApplicationSuperTypes.Behaviours.RequestValidationBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at Unir.Framework.ApplicationSuperTypes.Behaviours.RequestPerformanceBehaviour`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at Unir.Expedientes.WebUi.Subscriptions.DiligenciaCreadaSubscriptor.HandleAsync(MessageContext`1 message) in /src/Web/Subscriptions/DiligenciaCreadaSubscriptor.cs:line 33
   at Unir.Framework.Crosscutting.RabbitMqBus.RabbitMqBusListener.<>c__DisplayClass24_0.<<DeserializeAndProcessForSuscriberAsync>b__5>d.MoveNext()

Ha ocurrido un error durante la Deserialización y/o Proceso del Mensaje con Key: '876f2ade-a0dc-47f2-a382-e7f110716f59', Nombre: 'DiligenciaCreada' y Contenido: '{""IdActa"":829555,""IdDiligencia"":133073,""FechaCreacion"":""2026-03-31T09:47:36.0009359+02:00"",""NaturalezaDiligencia"":{""Id"":1,""Descripcion"":""Académica""}}'."
"Mar 31, 2026 @ 09:47:14.582","[639105400345851010] Error con el Servicio de Gestor Api : https://gestorapi.unir.net/api/v1/estudios/obtener-estado-curso-por-alumno/933488/944196 , Method: GET , Headers: Accept: application/json
X-Api-Key: 028f952c-acca-4c05-9ab6-73700061e51d
 , Body: api/v1/estudios/obtener-estado-curso-por-alumno/933488/944196 , Mensaje del error: ""No se han encontrado datos para el alumno."" , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:47:14.614","[639105400346175010] Error con el Servicio de Gestor Api : https://gestorapi.unir.net/api/v1/estudios/obtener-estado-curso-por-alumno/933488/944196 , Method: GET , Headers: Accept: application/json
X-Api-Key: 028f952c-acca-4c05-9ab6-73700061e51d
 , Body: api/v1/estudios/obtener-estado-curso-por-alumno/933488/944196 , Mensaje del error: ""No se han encontrado datos para el alumno."" , StatusCode: BadRequest"
"Mar 31, 2026 @ 09:47:14.717","[639105400347205949] Error con el Servicio de Gestor Api : https://gestorapi.unir.net/api/v1/estudios/obtener-estado-curso-por-alumno/933488/944196 , Method: GET , Headers: Accept: application/json
X-Api-Key: 028f952c-acca-4c05-9ab6-73700061e51d
 , Body: api/v1/estudios/obtener-estado-curso-por-alumno/933488/944196 , Mensaje del error: ""No se han encontrado datos para el alumno."" , StatusCode: BadRequest"
